1.26E+17,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,positive,apple
,,,
1.26E+17,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,positive,apple
,,,
1.26E+17,@apple loving the new IOS5 upgrade for the iPhone!,positive,apple
,,,
1.26E+17,Once again getting great customer service from the @apple store at millenia mall.,positive,apple
,,,
1.26E+17,Is it just me or is #iOS5 faster for the iPad? @apple,positive,apple
,,,
1.26E+17,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive,apple
,,,
1.26E+17,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!,positive,apple
,,,
1.26E+17,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,positive,apple
,,,
1.26E+17,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.,positive,apple
,,,
1.26E+17,#NAME?,positive,apple
,,,
1.26E+17,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,positive,apple
,,,
1.26E+17,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,positive,apple
,,,
1.26E+17,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",positive,apple
,,,
1.26E+17,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone,positive,apple
,,,
1.26E+17,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",positive,apple
,,,
1.26E+17,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",positive,apple
,,,
1.26E+17,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,positive,apple
,,,
1.26E+17,I just sent my grandma a post card using my #CardsApp thanks @Apple,positive,apple
,,,
1.26E+17,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",positive,apple
,,,
1.26E+17,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",positive,apple
,,,
1.26E+17,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :),positive,apple
,,,
1.26E+17,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,positive,apple
,,,
1.26E+17,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple),positive,apple
,,,
1.26E+17,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
,,,
1.26E+17,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
,,,
1.26E+17,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone,positive,apple
,,,
1.26E+17,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",positive,apple
,,,
1.26E+17,#NAME?,positive,apple
,,,
1.26E+17,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,positive,apple
,,,
1.26E+17,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness",positive,apple
,,,
1.26E+17,Loving the new iPod update @apple,positive,apple
,,,
1.26E+17,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.,positive,apple
,,,
1.26E+17,#NAME?,positive,apple
,,,
1.26E+17,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT,positive,apple
,,,
1.26E+17,Loving my new #iPhone4S thanks @apple for #ios5,positive,apple
,,,
1.26E+17,@apple the iPhone 4s is great #genius,positive,apple
,,,
1.26E+17,#NAME?,positive,apple
,,,
1.26E+17,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",positive,apple
,,,
1.26E+17,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",positive,apple
,,,
1.26E+17,#NAME?,positive,apple
,,,
1.26E+17,Loving #iOS5 !! #awesome @Apple,positive,apple
,,,
1.26E+17,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",positive,apple
,,,
1.26E+17,@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??,positive,apple
,,,
1.26E+17,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,positive,apple
,,,
1.26E+17,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",positive,apple
,,,
1.26E+17,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...,positive,apple
,,,
1.26E+17,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,positive,apple
,,,
1.26E+17,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.,positive,apple
,,,
1.26E+17,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D,positive,apple
,,,
1.26E+17,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
,,,
1.26E+17,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
,,,
1.26E+17,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive,apple
,,,
1.26E+17,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!,positive,apple
,,,
1.26E+17,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
,,,
1.26E+17,#NAME?,positive,apple
,,,
1.26E+17,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,positive,apple
,,,
1.26E+17,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,positive,apple
,,,
1.26E+17,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,positive,apple
,,,
1.26E+17,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,positive,apple
,,,
1.25E+17,New iOS 5 update is THE BEST. iloveyou @apple,positive,apple
,,,
1.25E+17,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",positive,apple
,,,
1.25E+17,"I absolutely love my iPhone 4S. Thank you, Steve and @apple.",positive,apple
,,,
1.25E+17,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,positive,apple
,,,
1.25E+17,"dammit, listening to siri is making me want to upgrade. well played @apple.",positive,apple
,,,
1.25E+17,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature",positive,apple
,,,
1.25E+17,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!,positive,apple
,,,
1.25E+17,#iOS5 update submitted to @apple! Thanks for all the support!,positive,apple
,,,
1.25E+17,Awesome service from the @apple store in pc. Thanks chris!,positive,apple
,,,
1.25E+17,I am crazy about #iOS5 . The photo cropping is the best! @apple,positive,apple
,,,
1.25E+17,.@apple thanks for fixing this... http://t.co/wTj1ogDO,positive,apple
,,,
1.25E+17,#NAME?,positive,apple
,,,
1.25E+17,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!,positive,apple
,,,
1.25E+17,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,positive,apple
,,,
1.25E+17,#iOs5 is nice and as it had to be ! Thanks @Apple,positive,apple
,,,
1.25E+17,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,positive,apple
,,,
1.25E+17,@Apple: Siri is amazing!!! I'm in love!,positive,apple
,,,
1.25E+17,Love love love iOS 5!! @apple,positive,apple
,,,
1.26E+17,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...,negative,apple
,,,
1.26E+17,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
,,,
1.26E+17,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
,,,
1.26E+17,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5,negative,apple
,,,
1.26E+17,@apple needs to hurry up and release #iTunesMatch,negative,apple
,,,
1.26E+17,Why is  #Siri always down @apple,negative,apple
,,,
1.26E+17,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,negative,apple
,,,
1.26E+17,"@apple AirDrop #fail - Immediate ""declined your request."" every time",negative,apple
,,,
1.26E+17,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,negative,apple
,,,
1.26E+17,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,negative,apple
,,,
1.26E+17,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,negative,apple
,,,
1.26E+17,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative,apple
,,,
1.26E+17,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative,apple
,,,
1.26E+17,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative,apple
,,,
1.26E+17,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,apple
,,,
1.26E+17,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative,apple
,,,
1.26E+17,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative,apple
,,,
1.26E+17,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative,apple
,,,
1.26E+17,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative,apple
,,,
1.26E+17,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",negative,apple
,,,
1.26E+17,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,negative,apple
,,,
1.26E+17,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative,apple
,,,
1.26E+17,removing all @apple shit.,negative,apple
,,,
1.26E+17,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative,apple
,,,
1.26E+17,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative,apple
,,,
1.26E+17,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative,apple
,,,
1.26E+17,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative,apple
,,,
1.26E+17,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative,apple
,,,
1.26E+17,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative,apple
,,,
1.26E+17,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative,apple
,,,
1.26E+17,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative,apple
,,,
1.26E+17,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative,apple
,,,
1.26E+17,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative,apple
,,,
1.26E+17,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",negative,apple
,,,
1.26E+17,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,apple
,,,
1.26E+17,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative,apple
,,,
1.26E+17,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative,apple
,,,
1.26E+17,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,negative,apple
,,,
1.26E+17,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative,apple
,,,
1.26E+17,@apple why is my iPhone battery so crappy #fail,negative,apple
,,,
1.26E+17,My @Apple @macbook keyboard will not type :(,negative,apple
,,,
1.26E+17,"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",negative,apple
,,,
1.26E+17,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",negative,apple
,,,
1.26E+17,I hate my @apple computer.  Thats 3500 dollars down the drain.,negative,apple
,,,
1.26E+17,@apple my iPhone is charging very slowly!!!!!,negative,apple
,,,
1.26E+17,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,One would think the voice recognition on the @apple tech support line would work a little better.,negative,apple
,,,
1.26E+17,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!",negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm,negative,apple
,,,
1.26E+17,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #,negative,apple
,,,
1.26E+17,#DontBeMadAtMeBecause #Android is by far better than @Apple,negative,apple
,,,
1.26E+17,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,negative,apple
,,,
1.26E+17,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt,negative,apple
,,,
1.26E+17,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.,negative,apple
,,,
1.26E+17,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!,negative,apple
,,,
1.26E+17,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???,negative,apple
,,,
1.26E+17,fuck u @apple,negative,apple
,,,
1.26E+17,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it,negative,apple
,,,
1.26E+17,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,negative,apple
,,,
1.26E+17,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed,negative,apple
,,,
1.26E+17,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg,negative,apple
,,,
1.26E+17,Damn it @Apple!! Whatchu done to my phone??,negative,apple
,,,
1.26E+17,"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk",negative,apple
,,,
1.26E+17,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail",negative,apple
,,,
1.26E+17,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??,negative,apple
,,,
1.26E+17,"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing",negative,apple
,,,
1.26E+17,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative,apple
,,,
1.26E+17,I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple,negative,apple
,,,
1.26E+17,9% now on my second full charge of the day. Pissed @Apple,negative,apple
,,,
1.26E+17,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,negative,apple
,,,
1.26E+17,I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”,negative,apple
,,,
1.26E+17,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative,apple
,,,
1.26E+17,"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs",negative,apple
,,,
1.26E+17,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative,apple
,,,
1.26E+17,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!,negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative,apple
,,,
1.26E+17,none of my apps work after the new ios from @apple. what do i do?!?,negative,apple
,,,
1.26E+17,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",negative,apple
,,,
1.26E+17,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative,apple
,,,
1.26E+17,"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",negative,apple
,,,
1.26E+17,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative,apple
,,,
1.26E+17,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",negative,apple
,,,
1.26E+17,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,negative,apple
,,,
1.26E+17,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,negative,apple
,,,
1.26E+17,"Where is my iPhone!?!?!?!
@apple",negative,apple
,,,
1.26E+17,@apple battery life suck on iOS 5,negative,apple
,,,
1.26E+17,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,negative,apple
,,,
1.26E+17,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,negative,apple
,,,
1.26E+17,"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?",negative,apple
,,,
1.26E+17,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,negative,apple
,,,
1.26E+17,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,negative,apple
,,,
1.26E+17,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",negative,apple
,,,
1.26E+17,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative,apple
,,,
1.26E+17,“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5,negative,apple
,,,
1.26E+17,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,negative,apple
,,,
1.26E+17,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative,apple
,,,
1.26E+17,"“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?",negative,apple
,,,
1.26E+17,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",negative,apple
,,,
1.26E+17,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative,apple
,,,
1.26E+17,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,apple
,,,
1.26E+17,"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",negative,apple
,,,
1.26E+17,"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",negative,apple
,,,
1.26E+17,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",negative,apple
,,,
1.26E+17,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,negative,apple
,,,
1.26E+17,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,negative,apple
,,,
1.26E+17,"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...",negative,apple
,,,
1.26E+17,#NAME?,negative,apple
,,,
1.26E+17,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",negative,apple
,,,
1.26E+17,@Apple unhappy again with service/product quality. Won't buy @Apple again.,negative,apple
,,,
1.26E+17,Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,apple
,,,
1.26E+17,"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",negative,apple
,,,
1.26E+17,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative,apple
,,,
1.26E+17,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative,apple
,,,
1.26E+17,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail,negative,apple
,,,
1.26E+17,@PrJusto Don't question the @Apple they will remember your dissent!,negative,apple
,,,
1.26E+17,"@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)",negative,apple
,,,
1.26E+17,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...,negative,apple
,,,
1.26E+17,"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",negative,apple
,,,
1.26E+17,Ugh. WTF is up with all the bottlenecks @paypal @apple?,negative,apple
,,,
